PLAYER_NAME,PLAYER_ID,TEAM_NAME_x,LOCATION,MIN_x,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB_x,REB,AST,TOV,STL_x,BLK_x,BLKA,PF,PFD,PTS,PLUS_MINUS,Efficiency,Season Type,GP_x,W_x,L_x,Logo_URL,DISPLAY_FIRST_LAST_x,TEAM_ID,TEAM_ABBREVIATION,HEADSHOT_URL,DISPLAY_FIRST_LAST_y,POSITION,TEAM_NAME_y,GP_y,W_y,L_y,W_PCT,MIN_y,DEF_RATING,DREB_y,DREB_PCT,STL_y,BLK_y,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,Conference
Jaden Hardy,1630702,Dallas Mavericks,AWAY,13.72,2.68,6.65,0.38,1.06,3.26,0.27,0.71,1.0,0.22,0.38,1.59,1.97,1.68,0.97,0.32,0.06,0.24,1.35,1.18,7.12,-2.47,5.91,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Jaden Hardy,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630702.png,Jaden Hardy,Guard,Dallas Mavericks,82,50,32,0.61,3941.0,114.9,2724,0.711,563,406,1240.0,1170.0,1291.0,4186.0,1,6,6,6,26,18,14,21,24,17,7,24,26,20,West
Jaden Hardy,1630702,Dallas Mavericks,HOME,13.41,2.67,6.49,0.37,1.15,2.9,0.27,0.9,1.08,0.33,0.18,1.46,1.64,1.33,0.74,0.28,0.05,0.51,0.87,1.0,7.38,-1.08,5.95,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-dallas-mavericks-logo.png,Jaden Hardy,1610612742,DAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630702.png,Jaden Hardy,Guard,Dallas Mavericks,82,50,32,0.61,3941.0,114.9,2724,0.711,563,406,1240.0,1170.0,1291.0,4186.0,1,6,6,6,26,18,14,21,24,17,7,24,26,20,West
Jaden Ivey,1631093,Detroit Pistons,AWAY,29.88,5.35,13.3,0.42,1.6,4.92,0.32,3.1,4.1,0.67,1.12,2.3,3.42,3.92,2.38,0.75,0.52,1.32,2.55,3.1,15.4,-3.98,12.7,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Jaden Ivey,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png,Jaden Ivey,Guard,Detroit Pistons,82,14,68,0.171,3951.0,118.0,2692,0.73,531,384,1611.0,1138.0,1165.0,4468.0,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East
Jaden Ivey,1631093,Detroit Pistons,HOME,27.63,5.49,11.92,0.44,1.62,4.65,0.35,2.78,3.76,0.68,1.11,2.32,3.43,3.76,2.57,0.73,0.54,0.95,2.76,2.78,15.38,-5.16,13.86,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Jaden Ivey,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png,Jaden Ivey,Guard,Detroit Pistons,82,14,68,0.171,3951.0,118.0,2692,0.73,531,384,1611.0,1138.0,1165.0,4468.0,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East
Jaden McDaniels,1630183,Minnesota Timberwolves,AWAY,28.59,4.3,8.7,0.49,1.27,3.7,0.31,1.0,1.45,0.37,1.0,2.33,3.33,1.36,1.06,0.76,0.82,0.39,2.91,1.39,10.88,1.76,11.24,Regular Season,82,56,26,https://loodibee.com/wp-content/uploads/nba-minnesota-timberwolves-logo.png,Jaden McDaniels,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630183.png,Jaden McDaniels,Forward,Minnesota Timberwolves,82,56,26,0.683,3961.0,108.4,2807,0.725,647,497,1337.0,1042.0,1086.0,3782.0,1,4,4,4,10,1,5,9,6,5,15,4,6,2,West
Jaden McDaniels,1630183,Minnesota Timberwolves,HOME,29.79,4.23,8.74,0.48,1.13,3.41,0.33,0.62,0.79,0.31,0.59,2.33,2.92,1.44,1.33,0.97,0.38,0.38,3.15,1.21,10.21,2.51,9.9,Regular Season,82,56,26,https://loodibee.com/wp-content/uploads/nba-minnesota-timberwolves-logo.png,Jaden McDaniels,1610612750,MIN,https://cdn.nba.com/headshots/nba/latest/1040x760/1630183.png,Jaden McDaniels,Forward,Minnesota Timberwolves,82,56,26,0.683,3961.0,108.4,2807,0.725,647,497,1337.0,1042.0,1086.0,3782.0,1,4,4,4,10,1,5,9,6,5,15,4,6,2,West
Jaden Springer,1630531,Boston Celtics,AWAY,6.46,0.55,1.45,0.2,0.09,0.73,0.05,0.18,0.18,0.09,0.64,0.27,0.91,0.36,0.45,0.45,0.27,0.0,0.91,0.36,1.36,3.09,2.0,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Jaden Springer,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630531.png,Jaden Springer,Guard,Boston Celtics,82,64,18,0.78,3966.0,110.6,2923,0.726,557,538,1093.0,1114.0,1063.0,3912.0,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East
Jaden Springer,1630531,Boston Celtics,HOME,9.76,1.17,2.33,0.24,0.17,0.5,0.08,0.83,1.0,0.29,0.17,1.5,1.67,0.83,0.5,1.0,0.17,0.33,1.17,0.83,3.33,0.67,5.17,Regular Season,82,64,18,https://loodibee.com/wp-content/uploads/nba-boston-celtics-logo.png,Jaden Springer,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630531.png,Jaden Springer,Guard,Boston Celtics,82,64,18,0.78,3966.0,110.6,2923,0.726,557,538,1093.0,1114.0,1063.0,3912.0,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East
Jaden Springer,1630531,Philadelphia 76ers,AWAY,11.91,1.37,3.95,0.22,0.21,1.37,0.1,1.05,1.26,0.46,1.05,1.11,2.16,1.16,0.89,0.84,0.37,0.58,1.26,1.0,4.0,-2.58,4.84,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-philadelphia-76ers-logo.png,Jaden Springer,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630531.png,Jaden Springer,Guard,Boston Celtics,82,64,18,0.78,3966.0,110.6,2923,0.726,557,538,1093.0,1114.0,1063.0,3912.0,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East
Jaden Springer,1630531,Philadelphia 76ers,HOME,11.62,1.54,3.31,0.43,0.31,0.85,0.22,0.62,0.77,0.19,0.38,0.92,1.31,1.0,0.69,0.69,0.31,0.23,1.92,0.77,4.0,-1.31,4.69,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-philadelphia-76ers-logo.png,Jaden Springer,1610612738,BOS,https://cdn.nba.com/headshots/nba/latest/1040x760/1630531.png,Jaden Springer,Guard,Boston Celtics,82,64,18,0.78,3966.0,110.6,2923,0.726,557,538,1093.0,1114.0,1063.0,3912.0,1,1,1,1,7,2,1,7,27,1,1,10,4,9,East
Jae Crowder,203109,Milwaukee Bucks,AWAY,22.75,1.75,4.85,0.35,0.55,2.7,0.17,0.5,0.6,0.21,0.75,2.45,3.2,1.55,0.55,0.75,0.2,0.25,1.55,0.55,4.55,-2.9,6.5,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Jae Crowder,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/203109.png,Jae Crowder,Forward,Milwaukee Bucks,82,49,33,0.598,3961.0,115.0,2850,0.731,558,413,1227.0,1121.0,1118.0,4182.0,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East
Jae Crowder,203109,Milwaukee Bucks,HOME,23.36,2.63,5.77,0.46,1.57,3.73,0.4,0.53,0.8,0.19,0.53,2.7,3.23,1.17,0.4,0.77,0.17,0.1,1.43,0.77,7.37,-0.37,8.9,Regular Season,82,49,33,https://loodibee.com/wp-content/uploads/nba-milwaukee-bucks-logo.png,Jae Crowder,1610612749,MIL,https://cdn.nba.com/headshots/nba/latest/1040x760/203109.png,Jae Crowder,Forward,Milwaukee Bucks,82,49,33,0.598,3961.0,115.0,2850,0.731,558,413,1227.0,1121.0,1118.0,4182.0,1,8,8,8,10,19,3,4,26,15,6,12,10,19,East
Jae'Sean Tate,1630256,Houston Rockets,AWAY,16.14,1.62,3.31,0.43,0.28,1.14,0.14,0.34,0.48,0.11,0.86,2.24,3.1,1.0,0.62,0.66,0.31,0.28,2.41,0.79,3.86,2.62,6.48,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jae'Sean Tate,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1630256.png,Jae'Sean Tate,Forward,Houston Rockets,82,41,41,0.5,3971.0,112.8,2787,0.722,639,375,1221.0,1130.0,958.0,3992.0,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West
Jae'Sean Tate,1630256,Houston Rockets,HOME,15.65,1.69,3.69,0.43,0.42,1.22,0.22,0.44,0.69,0.23,1.0,1.97,2.97,0.97,0.53,0.64,0.17,0.25,1.86,0.92,4.25,0.06,6.22,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jae'Sean Tate,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1630256.png,Jae'Sean Tate,Forward,Houston Rockets,82,41,41,0.5,3971.0,112.8,2787,0.722,639,375,1221.0,1130.0,958.0,3992.0,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West
Jaime Jaquez Jr.,1631170,Miami Heat,AWAY,28.56,4.67,9.64,0.49,0.83,2.72,0.28,1.64,2.0,0.6,1.22,2.58,3.81,2.94,1.33,1.03,0.25,0.89,2.17,1.56,11.81,2.89,13.17,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Jaime Jaquez Jr.,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631170.png,Jaime Jaquez Jr.,Guard,Miami Heat,82,46,36,0.561,3951.0,111.5,2702,0.734,617,280,1298.0,1084.0,1066.0,3802.0,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East
Jaime Jaquez Jr.,1631170,Miami Heat,HOME,27.82,4.44,8.97,0.48,0.9,2.67,0.33,2.13,2.64,0.54,0.97,2.82,3.79,2.28,1.59,1.03,0.28,0.79,2.28,2.03,11.9,0.1,12.64,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-miami-heat-logo.png,Jaime Jaquez Jr.,1610612748,MIA,https://cdn.nba.com/headshots/nba/latest/1040x760/1631170.png,Jaime Jaquez Jr.,Guard,Miami Heat,82,46,36,0.561,3951.0,111.5,2702,0.734,617,280,1298.0,1084.0,1066.0,3802.0,1,16,16,16,21,5,16,3,15,30,13,7,5,3,East
Jake LaRavia,1631222,Memphis Grizzlies,AWAY,21.95,3.52,8.3,0.37,1.65,4.09,0.3,2.96,3.39,0.6,1.39,2.04,3.43,1.57,1.39,0.83,0.48,0.48,1.96,2.3,11.65,1.13,11.35,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Jake LaRavia,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1631222.png,Jake LaRavia,Forward,Memphis Grizzlies,82,27,55,0.329,3956.0,113.7,2598,0.706,673,501,1514.0,1146.0,1236.0,3948.0,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West
Jake LaRavia,1631222,Memphis Grizzlies,HOME,25.05,3.08,9.33,0.29,1.25,5.17,0.2,1.83,2.58,0.42,1.58,2.5,4.08,1.83,1.08,0.83,0.08,1.0,2.0,1.83,9.25,-11.67,8.0,Regular Season,82,27,55,https://loodibee.com/wp-content/uploads/nba-memphis-grizzlies-logo.png,Jake LaRavia,1610612763,MEM,https://cdn.nba.com/headshots/nba/latest/1040x760/1631222.png,Jake LaRavia,Forward,Memphis Grizzlies,82,27,55,0.329,3956.0,113.7,2598,0.706,673,501,1514.0,1146.0,1236.0,3948.0,1,24,24,24,17,12,27,23,4,4,26,17,22,10,West
Jakob Poeltl,1627751,Toronto Raptors,AWAY,26.39,5.25,7.68,0.68,0.0,0.0,0.0,1.11,2.04,0.41,2.89,5.75,8.64,2.71,1.64,1.04,1.57,0.68,3.07,1.96,11.61,-0.64,20.57,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Jakob Poeltl,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1627751.png,Jakob Poeltl,Center,Toronto Raptors,82,25,57,0.305,3961.0,118.1,2607,0.694,634,388,1412.0,1282.0,1188.0,4456.0,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East
Jakob Poeltl,1627751,Toronto Raptors,HOME,26.38,4.59,7.41,0.64,0.0,0.0,0.0,1.27,2.27,0.32,2.95,5.55,8.5,2.32,1.41,0.27,1.45,0.82,2.86,2.0,10.45,0.05,17.77,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Jakob Poeltl,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1627751.png,Jakob Poeltl,Center,Toronto Raptors,82,25,57,0.305,3961.0,118.1,2607,0.694,634,388,1412.0,1282.0,1188.0,4456.0,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East
Jalen Brunson,1628973,New York Knicks,AWAY,35.88,10.47,21.36,0.49,2.94,6.97,0.39,5.61,6.5,0.84,0.61,3.14,3.75,6.75,2.61,0.75,0.17,0.78,1.94,6.39,29.5,9.25,26.53,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Jalen Brunson,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1628973.png,Jalen Brunson,Guard,New York Knicks,82,50,32,0.61,3946.0,112.4,2665,0.729,612,336,1222.0,1008.0,1133.0,3848.0,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East
Jalen Brunson,1628973,New York Knicks,HOME,34.99,10.07,21.44,0.46,2.56,6.71,0.35,5.34,6.41,0.75,0.51,2.98,3.49,6.73,2.24,1.05,0.17,0.88,1.8,6.1,28.05,4.37,24.8,Regular Season,82,50,32,https://loodibee.com/wp-content/uploads/nba-new-york-knicks-logo.png,Jalen Brunson,1610612752,NYK,https://cdn.nba.com/headshots/nba/latest/1040x760/1628973.png,Jalen Brunson,Guard,New York Knicks,82,50,32,0.61,3946.0,112.4,2665,0.729,612,336,1222.0,1008.0,1133.0,3848.0,1,6,6,6,23,9,21,6,17,29,5,3,13,6,East
Jalen Duren,1631105,Detroit Pistons,AWAY,29.36,5.71,9.58,0.6,0.0,0.06,0.0,1.9,2.58,0.49,3.29,8.9,12.19,2.35,2.42,0.81,1.06,0.84,3.39,2.26,13.32,-5.0,22.77,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Jalen Duren,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631105.png,Jalen Duren,Center,Detroit Pistons,82,14,68,0.171,3951.0,118.0,2692,0.73,531,384,1611.0,1138.0,1165.0,4468.0,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East
Jalen Duren,1631105,Detroit Pistons,HOME,28.91,5.73,8.9,0.64,0.0,0.07,0.0,2.8,3.37,0.66,3.0,8.03,11.03,2.47,1.8,0.27,0.47,0.7,2.9,2.63,14.27,-5.2,22.97,Regular Season,82,14,68,https://loodibee.com/wp-content/uploads/nba-detroit-pistons-logo.png,Jalen Duren,1610612765,DET,https://cdn.nba.com/headshots/nba/latest/1040x760/1631105.png,Jalen Duren,Center,Detroit Pistons,82,14,68,0.171,3951.0,118.0,2692,0.73,531,384,1611.0,1138.0,1165.0,4468.0,1,30,30,30,21,25,18,5,30,20,30,16,14,27,East
Jalen Green,1630224,Houston Rockets,AWAY,31.9,7.78,17.31,0.43,2.75,7.89,0.33,3.72,4.53,0.77,0.53,5.06,5.58,3.28,2.42,0.94,0.22,1.33,1.31,3.5,22.03,0.03,19.31,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jalen Green,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1630224.png,Jalen Green,Guard,Houston Rockets,82,41,41,0.5,3971.0,112.8,2787,0.722,639,375,1221.0,1130.0,958.0,3992.0,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West
Jalen Green,1630224,Houston Rockets,HOME,31.59,6.15,15.41,0.38,2.22,6.98,0.28,3.24,4.11,0.63,0.48,4.35,4.83,3.76,2.26,0.7,0.43,1.3,1.48,3.33,17.76,0.65,15.09,Regular Season,82,41,41,https://loodibee.com/wp-content/uploads/nba-houston-rockets-logo.png,Jalen Green,1610612745,HOU,https://cdn.nba.com/headshots/nba/latest/1040x760/1630224.png,Jalen Green,Guard,Houston Rockets,82,41,41,0.5,3971.0,112.8,2787,0.722,639,375,1221.0,1130.0,958.0,3992.0,1,19,19,19,3,10,6,12,8,24,4,14,1,12,West
Jalen Hood-Schifino,1641720,Los Angeles Lakers,AWAY,4.37,0.5,1.86,0.23,0.14,0.64,0.07,0.64,1.14,0.25,0.07,0.64,0.71,0.43,0.43,0.21,0.14,0.14,0.57,0.57,1.79,-1.71,1.0,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Jalen Hood-Schifino,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641720.png,Jalen Hood-Schifino,Guard,Los Angeles Lakers,82,47,35,0.573,3971.0,114.8,2859,0.725,605,453,1395.0,1225.0,1331.0,4206.0,1,12,12,12,3,17,2,11,19,11,19,27,27,21,West
Jalen Hood-Schifino,1641720,Los Angeles Lakers,HOME,6.84,0.43,2.71,0.14,0.0,0.86,0.0,0.43,0.57,0.21,0.14,0.29,0.43,0.29,0.43,0.0,0.0,0.43,0.71,0.29,1.29,-4.29,-0.86,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-los-angeles-lakers-logo.png,Jalen Hood-Schifino,1610612747,LAL,https://cdn.nba.com/headshots/nba/latest/1040x760/1641720.png,Jalen Hood-Schifino,Guard,Los Angeles Lakers,82,47,35,0.573,3971.0,114.8,2859,0.725,605,453,1395.0,1225.0,1331.0,4206.0,1,12,12,12,3,17,2,11,19,11,19,27,27,21,West
Jalen Johnson,1630552,Atlanta Hawks,AWAY,34.22,6.27,13.04,0.49,1.08,3.62,0.3,1.88,2.65,0.61,1.62,8.27,9.88,3.96,1.65,1.19,0.92,1.12,2.15,2.15,15.5,-2.88,22.27,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Jalen Johnson,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630552.png,Jalen Johnson,Forward,Atlanta Hawks,82,36,46,0.439,3971.0,118.4,2639,0.717,615,369,1367.0,1121.0,1363.0,4402.0,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East
Jalen Johnson,1630552,Atlanta Hawks,HOME,33.31,6.53,12.1,0.56,1.43,3.53,0.43,1.93,2.6,0.53,1.07,6.63,7.7,3.33,1.93,1.2,0.77,0.73,2.57,2.27,16.43,-0.03,21.27,Regular Season,82,36,46,https://loodibee.com/wp-content/uploads/nba-atlanta-hawks-logo.png,Jalen Johnson,1610612737,ATL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630552.png,Jalen Johnson,Forward,Atlanta Hawks,82,36,46,0.439,3971.0,118.4,2639,0.717,615,369,1367.0,1121.0,1363.0,4402.0,1,21,21,21,3,27,22,16,16,26,18,12,28,25,East
Jalen McDaniels,1629667,Toronto Raptors,AWAY,11.27,1.58,4.54,0.25,0.25,1.67,0.08,0.42,0.54,0.22,0.21,1.29,1.5,0.62,0.83,0.33,0.04,0.33,1.21,0.46,3.83,-2.25,2.42,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Jalen McDaniels,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629667.png,Jalen McDaniels,Forward,Toronto Raptors,82,25,57,0.305,3961.0,118.1,2607,0.694,634,388,1412.0,1282.0,1188.0,4456.0,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East
Jalen McDaniels,1629667,Toronto Raptors,HOME,10.29,1.04,3.08,0.27,0.23,1.19,0.15,0.65,0.92,0.19,0.5,1.15,1.65,0.85,0.38,0.42,0.19,0.38,0.88,0.62,2.96,-4.15,3.38,Regular Season,82,25,57,https://loodibee.com/wp-content/uploads/nba-toronto-raptors-logo-2020.png,Jalen McDaniels,1610612761,TOR,https://cdn.nba.com/headshots/nba/latest/1040x760/1629667.png,Jalen McDaniels,Forward,Toronto Raptors,82,25,57,0.305,3961.0,118.1,2607,0.694,634,388,1412.0,1282.0,1188.0,4456.0,1,25,25,25,10,26,26,29,10,19,23,29,18,26,East
Jalen Pickett,1629618,Denver Nuggets,AWAY,4.87,0.5,1.14,0.26,0.43,0.93,0.26,0.21,0.29,0.11,0.0,0.57,0.57,0.93,0.36,0.21,0.0,0.07,0.5,0.14,1.64,0.86,2.29,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Jalen Pickett,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1629618.png,Jalen Pickett,Guard,Denver Nuggets,82,57,25,0.695,3941.0,112.3,2762,0.718,585,456,1301.0,1086.0,1109.0,4128.0,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West
Jalen Pickett,1629618,Denver Nuggets,HOME,4.12,0.62,1.46,0.41,0.23,0.92,0.19,0.0,0.0,0.0,0.08,0.38,0.46,0.62,0.31,0.08,0.0,0.0,0.46,0.08,1.46,-1.0,1.46,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-denver-nuggets-logo-2018.png,Jalen Pickett,1610612743,DEN,https://cdn.nba.com/headshots/nba/latest/1040x760/1629618.png,Jalen Pickett,Guard,Denver Nuggets,82,57,25,0.695,3941.0,112.3,2762,0.718,585,456,1301.0,1086.0,1109.0,4128.0,1,2,2,2,26,8,9,15,21,10,14,8,8,18,West
Jalen Slawson,1641771,Sacramento Kings,AWAY,4.34,0.5,0.83,0.19,0.0,0.33,0.0,0.0,0.0,0.0,0.17,0.83,1.0,0.33,0.17,0.17,0.17,0.0,0.83,0.17,1.0,0.0,2.17,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Jalen Slawson,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1641771.png,Jalen Slawson,Forward,Sacramento Kings,82,46,36,0.561,3971.0,114.4,2719,0.744,625,342,1349.0,891.0,962.0,4006.0,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West
Jalen Slawson,1641771,Sacramento Kings,HOME,1.82,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,0.0,0.0,0.5,0.0,0.33,-1.0,0.33,Regular Season,82,46,36,https://loodibee.com/wp-content/uploads/nba-sacramento-kings-logo.png,Jalen Slawson,1610612758,SAC,https://cdn.nba.com/headshots/nba/latest/1040x760/1641771.png,Jalen Slawson,Forward,Sacramento Kings,82,46,36,0.561,3971.0,114.4,2719,0.744,625,342,1349.0,891.0,962.0,4006.0,1,16,16,16,3,14,15,1,13,28,17,1,2,13,West
Jalen Smith,1630188,Indiana Pacers,AWAY,16.21,3.91,6.64,0.62,1.03,2.39,0.45,1.12,1.76,0.39,1.82,3.39,5.21,0.97,0.73,0.15,0.64,0.15,2.24,1.73,9.97,-0.24,12.85,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Jalen Smith,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1630188.png,Jalen Smith,Forward-Center,Indiana Pacers,82,47,35,0.573,3941.0,117.6,2578,0.7,631,481,1297.0,1212.0,1122.0,4792.0,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East
Jalen Smith,1630188,Indiana Pacers,HOME,18.27,3.75,6.29,0.6,0.96,2.32,0.41,1.25,1.64,0.42,1.86,4.04,5.89,1.11,0.71,0.43,0.61,0.29,1.79,1.39,9.71,-0.18,14.11,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-indiana-pacers-logo.png,Jalen Smith,1610612754,IND,https://cdn.nba.com/headshots/nba/latest/1040x760/1630188.png,Jalen Smith,Forward-Center,Indiana Pacers,82,47,35,0.573,3941.0,117.6,2578,0.7,631,481,1297.0,1212.0,1122.0,4792.0,1,12,12,12,26,24,28,26,11,8,12,26,11,30,East
Jalen Suggs,1630591,Orlando Magic,AWAY,26.97,4.61,9.49,0.49,1.9,4.76,0.37,1.61,2.17,0.5,0.54,2.37,2.9,2.66,1.66,1.51,0.51,0.44,2.71,2.37,12.73,1.41,13.22,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Jalen Suggs,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630591.png,Jalen Suggs,Guard,Orlando Magic,82,47,35,0.573,3956.0,110.8,2608,0.737,669,423,1348.0,994.0,1189.0,3892.0,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East
Jalen Suggs,1630591,Orlando Magic,HOME,27.02,4.32,9.56,0.43,2.21,5.59,0.38,1.53,1.97,0.48,0.76,2.47,3.24,2.82,1.88,1.29,0.76,0.24,2.76,2.53,12.38,-0.38,12.94,Regular Season,82,47,35,https://loodibee.com/wp-content/uploads/nba-orlando-magic-logo.png,Jalen Suggs,1610612753,ORL,https://cdn.nba.com/headshots/nba/latest/1040x760/1630591.png,Jalen Suggs,Guard,Orlando Magic,82,47,35,0.573,3956.0,110.8,2608,0.737,669,423,1348.0,994.0,1189.0,3892.0,1,12,12,12,17,3,25,2,5,13,16,2,19,8,East
Jalen Williams,1631114,Oklahoma City Thunder,AWAY,30.9,7.18,13.68,0.53,1.24,3.0,0.38,2.55,3.18,0.72,0.66,3.11,3.76,4.66,1.79,1.05,0.63,0.79,2.39,2.82,18.16,5.63,19.34,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Jalen Williams,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1631114.png,Jalen Williams,Guard-Forward,Oklahoma City Thunder,82,57,25,0.695,3961.0,111.0,2725,0.698,694,538,1211.0,1258.0,1025.0,3852.0,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West
Jalen Williams,1631114,Oklahoma City Thunder,HOME,31.79,7.97,14.33,0.55,1.7,3.85,0.46,2.52,3.03,0.68,0.36,3.85,4.21,4.39,1.67,1.21,0.64,0.64,2.55,2.3,20.15,5.12,22.06,Regular Season,82,57,25,https://loodibee.com/wp-content/uploads/nba-oklahoma-city-thunder-logo.png,Jalen Williams,1610612760,OKC,https://cdn.nba.com/headshots/nba/latest/1040x760/1631114.png,Jalen Williams,Guard-Forward,Oklahoma City Thunder,82,57,25,0.695,3961.0,111.0,2725,0.698,694,538,1211.0,1258.0,1025.0,3852.0,1,2,2,2,10,4,12,27,1,1,3,28,3,7,West
